QUESTION.question,ANSWER
"What is the sand content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""sand""}}"
"What is the silt content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""silt""}}"
"What is the silt content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""silt""}}"
"What is the nitrogen content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""organic_carbon""}}"
"What is the silt content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""silt""}}"
"What is the phosphorus content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""phosphorus""}}"
"What is the clay content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""clay""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the organic_carbon content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""nitrogen""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the sand content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""sand""}}"
"What is the pH content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""pH""}}"
"What is the sand content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""sand""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""organic_carbon""}}"
"What is the silt content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""silt""}}"
"What is the silt content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""silt""}}"
"What is the organic_carbon content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""nitrogen""}}"
"What is the moisture content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""moisture""}}"
"What is the nitrogen content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""nitrogen""}}"
"What is the sand content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""sand""}}"
"What is the silt content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""silt""}}"
"What is the organic_carbon content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""nitrogen""}}"
"What is the clay content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""clay""}}"
"What is the moisture content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""moisture""}}"
"What is the phosphorus content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""phosphorus""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the sand content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""sand""}}"
"What is the nitrogen content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""nitrogen""}}"
"What is the clay content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""clay""}}"
"What is the pH content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""pH""}}"
"What is the phosphorus content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""phosphorus""}}"
"What is the moisture content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""moisture""}}"
"What is the sand content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""sand""}}"
"What is the nitrogen content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""nitrogen""}}"
"What is the moisture content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""moisture""}}"
"What is the organic_carbon content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""nitrogen""}}"
"What is the pH content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""pH""}}"
"What is the nitrogen content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""nitrogen""}}"
"What is the moisture content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""moisture""}}"
"What is the silt content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""silt""}}"
"What is the phosphorus content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""phosphorus""}}"
"What is the moisture content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""moisture""}}"
"What is the sand content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""sand""}}"
"What is the silt content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""silt""}}"
"What is the organic_carbon content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""organic_carbon""}}"
"What is the silt content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""silt""}}"
"What is the moisture content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""moisture""}}"
"What is the phosphorus content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""phosphorus""}}"
"What is the organic_carbon content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""organic_carbon""}}"
"What is the clay content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""clay""}}"
"What is the phosphorus content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""phosphorus""}}"
"What is the sand content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""sand""}}"
"What is the sand content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""sand""}}"
"What is the sand content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""sand""}}"
"What is the pH content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""pH""}}"
"What is the nitrogen content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""organic_carbon""}}"
"What is the pH content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""pH""}}"
"What is the organic_carbon content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""organic_carbon""}}"
"What is the moisture content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""moisture""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the nitrogen content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""nitrogen""}}"
"What is the moisture content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""moisture""}}"
"What is the pH content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""pH""}}"
"What is the organic_carbon content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""organic_carbon""}}"
"What is the phosphorus content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""phosphorus""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the pH content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""pH""}}"
"What is the moisture content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""moisture""}}"
"What is the silt content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""silt""}}"
"What is the pH content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""pH""}}"
